작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,빨강색보존,메모
498,문자,0x9ADB,0x9ADC,399,갑,F0 17,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
499,문자,0x9ADD,0x9ADE,400,자,00 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
500,문자,0x9ADF,0x9AE0,401,기,B0 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
501,문자,0x9AE1,0x9AE2,402,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
502,문자,0x9AE3,0x9AE4,403,왜,F0 C5,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
503,문자,0x9AE5,0x9AE6,404,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
504,문자,0x9AE7,0x9AE8,405,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
505,문자,0x9AE9,0x9AEA,406,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
506,문자,0x9AEB,0x9AEC,407,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
507,제어,0x9AED,0x9AEF,,,19 00 7D,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9AED→0x9AF0. 제어토큰 기존 바이트 유지.
508,제어,0x9AF0,0x9AF1,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9AF0→0x9AF2. 제어토큰 기존 바이트 유지.
509,제어,0x9AF2,0x9AF3,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9AF2→0x9AF4. 제어토큰 기존 바이트 유지.
510,제어,0x9AF4,0x9AF6,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9AF4→0x9AF7. 제어토큰 기존 바이트 유지.
511,제어,0x9AF7,0x9AF8,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9AF7→0x9AF9. 제어토큰 기존 바이트 유지.
512,문자,0x9AF9,0x9AFA,408,난,C0 24,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
513,문자,0x9AFB,0x9AFC,409,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
514,문자,0x9AFD,0x9AFE,410,정,F0 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
515,문자,0x9AFF,0x9B00,411,반,90 39,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
516,문자,0x9B01,0x9B02,412,대,B0 2D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
517,문자,0x9B03,0x9B04,413,야,00 6C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
518,문자,0x9B05,0x9B06,414,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
519,문자,0x9B07,0x9B08,415,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
520,문자,0x9B09,0x9B0A,416,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
521,제어,0x9B0B,0x9B0E,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9B0B→0x9B0F. 제어토큰 기존 바이트 유지.
522,문자,0x9B0F,0x9B10,417,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
523,문자,0x9B11,0x9B12,418,가,A0 17,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
524,문자,0x9B13,0x9B14,419,족,F0 ED,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
525,문자,0x9B15,0x9B16,420,도,20 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
526,문자,0x9B17,0x9B18,421,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
527,문자,0x9B19,0x9B1A,422,뿔,A0 3C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
528,문자,0x9B1B,0x9B1C,423,뿔,A0 3C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
529,문자,0x9B1D,0x9B1E,424,이,90 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
530,문자,0x9B1F,0x9B20,425,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
531,문자,0x9B21,0x9B22,426,흩,50 E5,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
532,문자,0x9B23,0x9B24,427,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
533,문자,0x9B25,0x9B26,428,지,10 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
534,문자,0x9B27,0x9B28,429,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
535,문자,0x9B29,0x9B2A,430,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
536,문자,0x9B2B,0x9B2C,431,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
537,문자,0x9B2D,0x9B2E,432,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
538,문자,0x9B2F,0x9B30,433,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
539,문자,0x9B31,0x9B32,434,친,B0 E1,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
540,문자,0x9B33,0x9B34,435,구,00 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
541,문자,0x9B35,0x9B36,436,도,20 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
542,문자,0x9B37,0x9B38,437,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
543,문자,0x9B39,0x9B3A,438,없,00 7C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
544,문자,0x9B3B,0x9B3C,439,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
545,문자,0x9B3D,0x9B3E,440,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
546,문자,0x9B3F,0x9B40,441,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
547,문자,0x9B41,0x9B42,442,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
548,문자,0x9B43,0x9B44,443,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
549,문자,0x9B45,0x9B46,444,계,70 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
550,문자,0x9B47,0x9B48,445,속,E0 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
551,문자,0x9B49,0x9B4A,446,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
552,문자,0x9B4B,0x9B4C,447,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
553,문자,0x9B4D,0x9B4E,448,집,50 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
554,문자,0x9B4F,0x9B50,449,부,00 3C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
555,문자,0x9B51,0x9B52,450,리,70 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
556,문자,0x9B53,0x9B54,451,며,60 35,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
557,문자,0x9B55,0x9B56,452,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
558,문자,0x9B57,0x9B58,453,살,00 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
559,문자,0x9B59,0x9B5A,454,아,00 56,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
560,문자,0x9B5B,0x9B5C,455,왔,F0 C1,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
561,문자,0x9B5D,0x9B5E,456,으,30 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
562,문자,0x9B5F,0x9B60,457,니,F0 25,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
563,문자,0x9B61,0x9B62,458,까,F0 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
564,문자,0x9B63,0x9B64,459,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
565,문자,0x9B65,0x9B66,460,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
566,문자,0x9B67,0x9B68,461,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
567,제어,0x9B69,0x9B6A,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9B69→0x9B6B. 제어토큰 기존 바이트 유지.
568,제어,0x9B6B,0x9B6E,,,12 00 21 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9B6B→0x9B6F. 제어토큰 기존 바이트 유지.
569,문자,0x9B6F,0x9B70,462,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
570,문자,0x9B71,0x9B72,463,게,00 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
571,문자,0x9B73,0x9B74,464,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
572,문자,0x9B75,0x9B76,465,당,90 2D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
573,문자,0x9B77,0x9B78,466,연,70 9F,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
574,문자,0x9B79,0x9B7A,467,하,50 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
575,문자,0x9B7B,0x9B7C,468,다,C0 27,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
576,문자,0x9B7D,0x9B7E,469,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
577,문자,0x9B7F,0x9B80,470,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
578,문자,0x9B81,0x9B82,471,생,40 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
579,문자,0x9B83,0x9B84,472,각,B0 17,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
580,문자,0x9B85,0x9B86,473,했,C0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
581,문자,0x9B87,0x9B88,474,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
582,문자,0x9B89,0x9B8A,475,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
583,문자,0x9B8B,0x9B8C,476,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
584,문자,0x9B8D,0x9B8E,477,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
585,제어,0x9B8F,0x9B93,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9B8F→0x9B94. 제어토큰 기존 바이트 유지.
586,문자,0x9B94,0x9B95,478,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
587,문자,0x9B96,0x9B97,479,남,E0 24,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
588,문자,0x9B98,0x9B99,480,을,50 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
589,문자,0x9B9A,0x9B9B,481,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
590,문자,0x9B9C,0x9B9D,482,질,40 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
591,문자,0x9B9E,0x9B9F,483,투,90 E2,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
592,문자,0x9BA0,0x9BA1,484,하,50 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
593,문자,0x9BA2,0x9BA3,485,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
594,문자,0x9BA4,0x9BA5,486,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
595,문자,0x9BA6,0x9BA7,487,시,C0 3F,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
596,문자,0x9BA8,0x9BA9,488,기,B0 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
597,문자,0x9BAA,0x9BAB,489,하,50 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
598,문자,0x9BAC,0x9BAD,490,면,70 35,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
599,문자,0x9BAE,0x9BAF,491,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
600,문자,0x9BB0,0x9BB1,492,、,20 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
601,문자,0x9BB2,0x9BB3,493,남,E0 24,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
602,문자,0x9BB4,0x9BB5,494,보,B0 3B,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
603,문자,0x9BB6,0x9BB7,495,다,C0 27,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
604,문자,0x9BB8,0x9BB9,496,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
605,문자,0x9BBA,0x9BBB,497,앞,00 68,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
606,문자,0x9BBC,0x9BBD,498,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
607,문자,0x9BBE,0x9BBF,499,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
608,문자,0x9BC0,0x9BC1,500,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
609,문자,0x9BC2,0x9BC3,501,위,00 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
610,문자,0x9BC4,0x9BC5,502,에,40 9F,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
611,문자,0x9BC6,0x9BC7,503,␠,18 12,2,e9ae2b,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
612,문자,0x9BC8,0x9BC9,504,올,D0 9F,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
613,문자,0x9BCA,0x9BCB,505,라,F0 30,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
614,문자,0x9BCC,0x9BCD,506,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
615,문자,0x9BCE,0x9BCF,507,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
616,문자,0x9BD0,0x9BD1,508,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
617,문자,0x9BD2,0x9BD3,509,살,00 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
618,문자,0x9BD4,0x9BD5,510,아,00 56,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
619,문자,0x9BD6,0x9BD7,511,가,A0 17,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
620,문자,0x9BD8,0x9BD9,512,겠,10 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
621,문자,0x9BDA,0x9BDB,513,다,C0 27,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
622,문자,0x9BDC,0x9BDD,514,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
623,문자,0x9BDE,0x9BDF,515,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
624,문자,0x9BE0,0x9BE1,516,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
625,문자,0x9BE2,0x9BE3,517,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
626,문자,0x9BE4,0x9BE5,518,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
627,문자,0x9BE6,0x9BE7,519,생,40 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
628,문자,0x9BE8,0x9BE9,520,각,B0 17,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
629,문자,0x9BEA,0x9BEB,521,했,C0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
630,문자,0x9BEC,0x9BED,522,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
631,문자,0x9BEE,0x9BEF,523,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
632,문자,0x9BF0,0x9BF1,524,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
633,문자,0x9BF2,0x9BF3,525,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
634,제어,0x9BF4,0x9BF7,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9BF4→0x9BF8. 제어토큰 기존 바이트 유지.
635,제어,0x9BF8,0x9BF9,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9BF8→0x9BFA. 제어토큰 기존 바이트 유지.
636,문자,0x9BFA,0x9BFB,526,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
637,문자,0x9BFC,0x9BFD,527,래,30 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
638,문자,0x9BFE,0x9BFF,528,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
639,문자,0x9C00,0x9C01,529,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
640,문자,0x9C02,0x9C03,530,로,D0 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
641,문자,0x9C04,0x9C05,531,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
642,문자,0x9C06,0x9C07,532,레,A0 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
